Site,Zone,Transect,Photocount,PhotoID,GPS,GPS,Point,Abiotic (m/s/rb/b/rk/mm),Living cover(sg/ns/sc/ca/cc/ma/ta/ua/ev/nm),Genus,Species,Morphology,Notes,Species to count,count,n-1,n(n-1),Diversity
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,14,rb,ta,,,t,,Peyssonnelia sp.,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,15,s,no,,,,,Porites sp. ,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,16,s,no,,,,,Pterocladiella sp.,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,17,s,no,,,,,Spyridia filamentosa,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,18,rb,ta,,,t,,Zoanthid sp. ,0,-1,0,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,19,s,no,,,,,SUM,9,,26,
Wailupe,B,1,1,DSCF1248,21.27532,-157.76185,20,s,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,1,s,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,2,s,no,,,,,N(N-1),72,,,
Wailupe,B,1,2,DSCF1250,,,3,s,no,,,,,D=n(n-1)/N(N-1),0.6388888889,,,
Wailupe,B,1,2,DSCF1250,,,4,s,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,5,rb,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,6,s,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,7,s,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,8,rb,ta,,,t,,,,,,
Wailupe,B,1,2,DSCF1250,,,9,s,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,10,rb,ta,,,t,,,,,,
Wailupe,B,1,2,DSCF1250,,,11,s,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,12,s,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,13,s,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,14,rb,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,15,s,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,16,s,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,17,s,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,18,s,no,,,,,,,,,
Wailupe,B,1,2,DSCF1250,,,19,rb,ta,,,t,,,,,,
Wailupe,B,1,2,DSCF1250,,,20,rb,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,1,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,2,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,3,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,4,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,5,rb,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,6,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,7,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,1,3,DSCF1251,,,8,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,9,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,10,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,11,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,12,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,1,3,DSCF1251,,,13,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,14,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,15,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,16,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,17,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,18,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,1,3,DSCF1251,,,19,s,no,,,,,,,,,
Wailupe,B,1,3,DSCF1251,,,20,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,1,rb,ta,Cyanobacteria,sp.,t,,,,,,
Wailupe,B,1,4,DSCF1252,,,2,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,3,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,4,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,5,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,6,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,7,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,8,rb,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,9,rb,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,10,rb,ta,Cyanobacteria,sp.,t,,,,,,
Wailupe,B,1,4,DSCF1252,,,11,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,12,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,13,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,14,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,15,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,16,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,17,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,18,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,19,s,no,,,,,,,,,
Wailupe,B,1,4,DSCF1252,,,20,s,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,1,s,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,2,s,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,3,rb,ta,,,t,,,,,,
Wailupe,B,1,5,DSCF1253,,,4,s,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,5,rb,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,6,rb,ta,,,t,,,,,,
Wailupe,B,1,5,DSCF1253,,,7,rb,nm,Neritina,neglecta,,snail,,,,,
Wailupe,B,1,5,DSCF1253,,,8,rk,ta,,,t,,,,,,
Wailupe,B,1,5,DSCF1253,,,9,s,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,10,s,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,11,rk,ta,,,t,,,,,,
Wailupe,B,1,5,DSCF1253,,,12,rb,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,13,s,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,14,s,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,15,s,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,16,s,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,17,s,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,18,s,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,19,s,no,,,,,,,,,
Wailupe,B,1,5,DSCF1253,,,20,s,no,,,,,,,,,
Wailupe,B,1,6,DSCF1254,,,1,rb,no,,,,,,,,,
Wailupe,B,1,6,DSCF1254,,,2,s,no,,,,,,,,,
Wailupe,B,1,6,DSCF1254,,,3,rb,ta,,,t,,,,,,
Wailupe,B,1,6,DSCF1254,,,4,s,no,,,,,,,,,
Wailupe,B,1,6,DSCF1254,,,5,rb,ta,,,t,,,,,,
Wailupe,B,1,6,DSCF1254,,,6,rb,ta,,,t,,,,,,
Wailupe,B,1,6,DSCF1254,,,7,s,no,,,,,,,,,
Wailupe,B,1,6,DSCF1254,,,8,s,no,,,,,,,,,
Wailupe,B,1,6,DSCF1254,,,9,rb,ta,,,t,,,,,,
Wailupe,B,1,6,DSCF1254,,,10,s,no,,,,,,,,,
Wailupe,B,1,6,DSCF1254,,,11,rb,no,,,,,,,,,
Wailupe,B,1,6,DSCF1254,,,12,rb,ta,,,t,,,,,,
Wailupe,B,1,6,DSCF1254,,,13,s,no,,,,,,,,,
Wailupe,B,1,6,DSCF1254,,,14,rb,ta,,,t,,,,,,
Wailupe,B,1,6,DSCF1254,,,15,s,no,,,,,,,,,
Wailupe,B,1,6,DSCF1254,,,16,rb,ta,,,t,,,,,,
Wailupe,B,1,6,DSCF1254,,,17,s,no,,,,,,,,,
Wailupe,B,1,6,DSCF1254,,,18,s,no,,,,,,,,,
Wailupe,B,1,6,DSCF1254,,,19,s,no,,,,,,,,,
Wailupe,B,1,6,DSCF1254,,,20,rb,ta,,,t,,,,,,
Wailupe,B,1,7,DSCF1255,,,1,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,2,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,3,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,4,rb,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,5,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,6,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,7,rb,ta,,,t,,,,,,
Wailupe,B,1,7,DSCF1255,,,8,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,9,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,10,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,11,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,12,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,13,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,14,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,15,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,16,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,17,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,18,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,19,s,no,,,,,,,,,
Wailupe,B,1,7,DSCF1255,,,20,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,1,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,2,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,3,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,4,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,5,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,6,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,7,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,8,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,9,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,10,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,11,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,12,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,13,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,14,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,15,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,16,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,17,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,18,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,19,s,no,,,,,,,,,
Wailupe,B,1,8,DSCF1256,,,20,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,1,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,2,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,3,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,4,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,5,rb,ta,Cyanobacteria,sp.,t,,,,,,
Wailupe,B,1,9,DCSF1257,,,6,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,7,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,8,rb,ta,,,t,,,,,,
Wailupe,B,1,9,DCSF1257,,,9,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,10,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,11,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,12,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,13,rb,ta,Cyanobacteria,sp.,t,,,,,,
Wailupe,B,1,9,DCSF1257,,,14,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,15,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,16,rb,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,17,rb,ta,,,t,,,,,,
Wailupe,B,1,9,DCSF1257,,,18,rb,ta,Cyanobacteria,sp.,t,,,,,,
Wailupe,B,1,9,DCSF1257,,,19,s,no,,,,,,,,,
Wailupe,B,1,9,DCSF1257,,,20,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,1,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,2,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,3,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,4,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,5,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,6,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,7,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,8,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,9,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,10,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,11,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,12,rb,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,13,rb,ta,,,t,,,,,,
Wailupe,B,1,10,DCSF1258,,,14,rb,ta,,,t,,,,,,
Wailupe,B,1,10,DCSF1258,,,15,rb,ta,,,t,,,,,,
Wailupe,B,1,10,DCSF1258,,,16,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,17,rb,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,18,rb,ta,,,t,,,,,,
Wailupe,B,1,10,DCSF1258,,,19,s,no,,,,,,,,,
Wailupe,B,1,10,DCSF1258,,,20,rb,ta,,,t,,,,,,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,1,rb,ma,Gracilaria,salicornia,b,,Gracilaria salicornia,118,117,13806,0.3718322296
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,2,rb,ma,Gracilaria,salicornia,b,,Articulated Coralline Algae,0,-1,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,3,rb,ma,Gracilaria,salicornia,b,,Acanthophora spicifera,15,14,210,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,4,rb,no,,,,,Actinotrichia sp.,2,1,2,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,5,s,no,,,,,Crustose coralline algae,0,-1,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,6,rb,ns,Zoanthid,sp.,p,,Cyanobacteria sp.,1,0,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,7,s,no,,,,,Euptiloclaida sp.,0,-1,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,8,rb,ma,Gracilaria,salicornia,b,,Halimeda sp. ,0,-1,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,9,rb,ma,Acanthophora,spicifera,b,,Hydrolithon sp.,0,-1,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,10,rb,ta,,,t,,Hypnea sp.,0,-1,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,11,rb,ma,Gracilaria,salicornia,b,,Lyngbya sp.,0,-1,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,12,rb,ma,Gracilaria,salicornia,b,,Montipora sp.,0,-1,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,13,s,no,,,,,Neritina sp.,0,-1,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,14,rb,ns,Zoanthid,sp.,p,,Peyssonnelia sp.,0,-1,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,15,rb,ma,Gracilaria,salicornia,b,,Porites sp. ,0,-1,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,16,rb,ma,Gracilaria,salicornia,b,,Pterocladiella sp.,0,-1,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,17,rb,ma,Gracilaria,salicornia,b,,Spyridia filamentosa,0,-1,0,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,18,rb,ma,Gracilaria,salicornia,b,,Zoanthid sp. ,15,14,210,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,19,s,ns,Zoanthid,sp.,p,,SUM,151,,14228,
Wailupe,B,2,1,DCSF1260,21.27524,-157.76208,20,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,1,rk,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,2,rk,ma,Gracilaria,salicornia,b,,N(N-1),22650,,,
Wailupe,B,2,2,DSCF1262,,,3,rk,ma,Gracilaria,salicornia,b,,D=n(n-1)/N(N-1),0.3718322296,,,
Wailupe,B,2,2,DSCF1262,,,4,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,5,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,6,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,7,rk,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,8,rk,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,9,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,10,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,11,rk,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,12,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,13,rk,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,14,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,15,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,16,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,17,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,18,rk,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,19,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,2,DSCF1262,,,20,rk,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,1,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,2,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,3,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,4,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,5,s,no,,,,,,,,,
Wailupe,B,2,3,DSCF1263,,,6,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,7,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,8,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,9,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,10,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,11,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,12,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,13,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,14,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,15,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,16,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,17,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,18,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,19,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,3,DSCF1263,,,20,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,1,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,2,rb,no,,,,,,,,,
Wailupe,B,2,4,DSCF1264,,,3,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,4,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,5,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,6,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,7,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,8,s,no,,,,,,,,,
Wailupe,B,2,4,DSCF1264,,,9,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,10,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,11,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,B,2,4,DSCF1264,,,12,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,B,2,4,DSCF1264,,,13,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,B,2,4,DSCF1264,,,14,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,15,rk,ns,Zoanthid,sp.,p,,,,,,
Wailupe,B,2,4,DSCF1264,,,16,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,17,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,18,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,19,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,4,DSCF1264,,,20,s,no,,,,,,,,,
Wailupe,B,2,5,DSCF1266,,,1,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,2,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,3,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,4,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,5,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,6,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,7,rk,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,8,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,9,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,10,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,11,s,no,,,,,,,,,
Wailupe,B,2,5,DSCF1266,,,12,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,13,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,14,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,15,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,16,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,17,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,18,rk,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,19,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,5,DSCF1266,,,20,rk,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,6,DSCF1269,,,1,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,6,DSCF1269,,,2,s,no,,,,,,,,,
Wailupe,B,2,6,DSCF1269,,,3,rb,ma,Cyanobacteria,sp.,b,,,,,,
Wailupe,B,2,6,DSCF1269,,,4,s,no,,,,,,,,,
Wailupe,B,2,6,DSCF1269,,,5,s,no,,,,,,,,,
Wailupe,B,2,6,DSCF1269,,,6,s,no,,,,,,,,,
Wailupe,B,2,6,DSCF1269,,,7,s,no,,,,,,,,,
Wailupe,B,2,6,DSCF1269,,,8,s,no,,,,,,,,,
Wailupe,B,2,6,DSCF1269,,,9,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,6,DSCF1269,,,10,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,6,DSCF1269,,,11,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,6,DSCF1269,,,12,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,6,DSCF1269,,,13,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,6,DSCF1269,,,14,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,6,DSCF1269,,,15,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,6,DSCF1269,,,16,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,6,DSCF1269,,,17,s,no,,,,,,,,,
Wailupe,B,2,6,DSCF1269,,,18,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,6,DSCF1269,,,19,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,6,DSCF1269,,,20,s,no,,,,,,,,,
Wailupe,B,2,7,DSCF1270,,,1,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,2,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,3,s,no,,,,,,,,,
Wailupe,B,2,7,DSCF1270,,,4,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,5,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,6,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,7,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,8,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,9,s,no,,,,,,,,,
Wailupe,B,2,7,DSCF1270,,,10,rb,ma,Acanthophora,spicifera,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,11,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,12,s,no,,,,,,,,,
Wailupe,B,2,7,DSCF1270,,,13,rb,ma,Gracilaria,salicornia,b,,,,,,
Wailupe,B,2,7,DSCF1270,,,14,rb,ma,Gracilaria,salicornia,b,,,,,,
